,dhs_id,site_id,site_name,latitude,longitude,rural_urban,country,country_id,continent_id,month_start,year_start,month_end,year_end,lower_age,upper_age,examined,positive,pr,species,method,rdt_type,pcr_type,malaria_metrics_available,location_available,permissions_info,citation1,citation2,citation3
199,,17018,Ume - Kahobo,-17.8091,28.8209,UNKNOWN,Zimbabwe,ZWE,Africa,3,1991,4,1991,4,16,40,3,0.075,P. falciparum,Microscopy,,,true,true,,"Freeman, T.W. and Chandiwana, S.K. (1996).  <b>A retrospective analysis of data from the 1991 national malaria prevalence survey in Zimbabwe.</b> <i>Malaria and Infectious Diseases in Africa</i>, <b>4</b>():19-24", (2010). <b>http://mara-database.org/mara/.</b> . MARA/ARMA.,"Le Sueur, D., Binka, F., Lengeler, C., De Savigny, D., Snow, B., Teuscher, T. and Toure, Y. (1997).  <b>An atlas of malaria in Africa.</b> <i>Africa health</i>, <b>19</b>(2):23-4"
202,,3537,Shanga,-3.799,30.049,UNKNOWN,Burundi,BDI,Africa,6,1989,7,1989,2,9,350,0,0,P. falciparum,Microscopy,,,true,true,,"Delacollette, C., Barutwanayo, M. and Mpitabakana, P. (1990).  <b>Épidemiologie du paludisme au Burundi.</b> <i>Médecine d'Afrique Noire</i>, <b>37</b>(12):718-721",,
203,,17025,Mkonyangoma B,-9.5617,39.6594,UNKNOWN,Tanzania,TZA,Africa,7,2004,8,2004,0,14,18,15,0.8333,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Schellenberg, D.M., . (2006) personal communication.",,
204,,16283,Jego Primary School,-4.6438,39.1869,UNKNOWN,Kenya,KEN,Africa,10,2008,10,2008,5,15,111,14,0.1261,P. falciparum,RDT,OptiMal-IT,,true,true,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,
206,,11140,Kasulu,-6.8304,39.2605,URBAN,Tanzania,TZA,Africa,6,2008,6,2008,0,4,33,0,0,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2008) personal communication.",,
208,,5337,Wangkawa Primary School,2.4791,31.4788,UNKNOWN,Uganda,UGA,Africa,7,2006,8,2006,6,15,39,14,0.359,P. falciparum,Microscopy,,,true,true,,"Kabatereine, N, . (2006) personal communication.","Brooker, S, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b>Epidemiology of <i>Plasmodium</i>-helminth coinfection in contrasting transmission settings across East Africa. Journal of Infectious Diseases (in press).</b> <i>UNKNOWN</i>, <b>0</b>(0):0",
210,,9260,Sichitambule,-10.348,33.125,RURAL,Zambia,ZMB,Africa,1,1988,1,1988,0,14,16,11,0.6875,P. falciparum,Microscopy,,,true,true,,"Musonda, R.M. (1993). <i>Humoral immune response to the <i>Plasmodium falciparum</i> malaria antigens PF155/RESA and CS protein in rural Zambian populations.</i> UNKNOWN. London School of Hygiene & Tropical Medicine. London. .",,
215,,8331,D. Daaqso,3.2197,43.391,RURAL,Somalia,SOM,Africa,1,2005,2,2005,0,99,24,1,0.0417,P. falciparum,RDT,ParaHIT - F Ver 1.0 - 55IC10450,,true,true,," (2005). <i>National Malaria Prevalence Survey, Somalia, January - February 2005, Final Report.</i> . . 1-37",,
216,,10837,Atemo Primary School,-0.135,34.3691,RURAL,Kenya,KEN,Africa,7,2006,7,2006,5,14,10,5,0.5,P. falciparum,Microscopy,,,true,true,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> In: Abstract Book American Society of Tropical Medicine and Hygiene 57th Annual Meeting. New Orleans. .","Montgomery, SR, . (2009) personal communication.",
217,,4430,Ziani,-3.7529,39.7135,UNKNOWN,Kenya,KEN,Africa,6,1995,6,1995,0,9,56,27,0.4821,P. falciparum,Microscopy,,,true,true,,"Snow, R.W., Omumbo, J.A., Lowe, B., Molyneux, C.S., Obiero, J.O., Palmer, A., Weber, M.W., Pinder, M., Nahlen, B., Obonyo, C., Newbold, C., Gupta, S. and Marsh, K. (1997).  <b>Relation between severe malaria morbidity in children and level of <i>Plasmodium falciparum</i> transmission in Africa.</b> <i>The Lancet</i>, <b>349</b>(9066):1650-4","Snow, R.W., . (1997) personal communication.",
219,,13244,Kimpese,-5.549,14.433,UNKNOWN,Democratic Republic of the Congo,COD,Africa,10,1985,10,1985,0,5,653,274,0.4196,P. falciparum,Microscopy,,,true,true,,"Paluku, K.M., Breman, J.G., Moore, M., Ngimbi, N.P., Sexton, J.D., Roy, J., Steketee, R.W., Weinman, J.M.,  and ma-Disu, M. (1988).  <b>Response of children with <i>Plasmodium falciparum</i> to chloroquine and development of a national malaria treatment policy in Zaire.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>82</b>(3):353-7",,
222,,21844,Kasolwe Primary School,0.7813,33.2328,UNKNOWN,Uganda,UGA,Africa,9,2009,9,2009,5,16,99,84,0.8485,P. falciparum,Microscopy,,,true,true,,"Talisuna, A., . (2009) personal communication.",,
223,,11893,King'Ang'I,-2,37.6804,UNKNOWN,Kenya,KEN,Africa,9,2003,9,2003,0.6,5,16,0,0,P. falciparum,RDT,Unknown,,true,true,,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",,
226,,10926,Gishungo,-3.051,30.684,UNKNOWN,Burundi,BDI,Africa,6,1989,7,1989,2,9,350,38.5,0.11,P. falciparum,Microscopy,,,true,true,,"Delacollette, C., Barutwanayo, M. and Mpitabakana, P. (1990).  <b>Épidemiologie du paludisme au Burundi.</b> <i>Médecine d'Afrique Noire</i>, <b>37</b>(12):718-721",,
231,,15818,Cluster 320702,-3.1737,30.2347,UNKNOWN,Burundi,BDI,Africa,5,2003,5,2003,1,99,14,3,0.2143,P. falciparum,Microscopy,,,true,true,,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2007).  <b>Spatial targeted vector control in the highlands of Burundi and its impact on malaria transmission.</b> <i>Malaria Journal</i>, <b>6</b>(0):158"
233,,2475,Mfekayi,-28.1667,32.3,UNKNOWN,South Africa,ZAF,Africa,9,1995,9,1995,0,99,240,6,0.025,P. falciparum,Microscopy,,,true,true,, (1995). <i>Malaria Control: Monthly Report: Period 01-05-95 to 31-05-95.</i> 78a.32.5. Jozini. Department of Health. 1-7,,
237,,6369,Tuugaareey,3.3458,45.6175,UNKNOWN,Somalia,SOM,Africa,11,2009,11,2009,1,68,48,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
241,,4093,Cluster 420561,-3.2116,30.2478,UNKNOWN,Burundi,BDI,Africa,11,2003,11,2003,1,99,13,6,0.4615,P. falciparum,Microscopy,,,true,true,,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2007).  <b>Spatial targeted vector control in the highlands of Burundi and its impact on malaria transmission.</b> <i>Malaria Journal</i>, <b>6</b>(0):158"
243,,11608,Makalango,0.2543,42.7582,RURAL,Somalia,SOM,Africa,12,2008,12,2008,0,99,50,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
248,,4330,Muudiye,11.4526,50.6802,UNKNOWN,Somalia,SOM,Africa,1,2005,2,2005,0,99,56,2,0.0357,P. falciparum,RDT,ParaHIT - F Ver 1.0 - 55IC10450,,true,true,," (2005). <i>National Malaria Prevalence Survey, Somalia, January - February 2005, Final Report.</i> . . 1-37",,
252,,19267,Garas Babow,1.3945,43.9243,UNKNOWN,Somalia,SOM,Africa,11,2008,11,2008,0,99,50,1,0.02,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
253,,15509,Amani,-10.373,38.4794,UNKNOWN,Tanzania,TZA,Africa,7,2004,8,2004,0,14,21,11,0.5238,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Schellenberg, D.M., . (2006) personal communication.",,
257,,761,Hangoni,-4.2266,35.7511,URBAN,Tanzania,TZA,Africa,6,2006,6,2006,0,4,50,1,0.02,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2006) personal communication.",,
259,,2279,Kimase Primary School,-0.6928,35.1054,UNKNOWN,Kenya,KEN,Africa,11,2009,11,2009,5,17,110,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",
261,,2342,Cluster 320742,-3.1622,30.2414,UNKNOWN,Burundi,BDI,Africa,5,2003,5,2003,1,99,13,7,0.5385,P. falciparum,Microscopy,,,true,true,,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2007).  <b>Spatial targeted vector control in the highlands of Burundi and its impact on malaria transmission.</b> <i>Malaria Journal</i>, <b>6</b>(0):158"
265,,771,Tumanbu,11.9685,-16.2326,RURAL,Guinea-Bissau,GNB,Africa,2,2008,2,2008,0.6,90,221,8,0.0362,P. falciparum,Microscopy,,,true,true,,"Satoguina, J.S. (2008). <i>Altered malaria endemicity in rural communities in the Gambia and in Guinea Bissau.</i> In: Abstract Book American Society of Tropical Medicine and Hygiene 57th Annual Meeting. New Orleans. .","Satoguina, J, Walther, B, Drakeley, C, Nwakanma, D, Oriero, EC, Correa, S, Corran, P, Conway, DJ and Walther, M (2009).  <b>Comparison of surveillance methods applied to a situation of low malaria prevalence at rural sites in The Gambia and Guinea Bissau.</b> <i>Malaria Journal</i>, <b>8</b>(0):274","Walther, M and Conway, D, . (2009) personal communication."
266,,9005,Sanjal region (8 villages),13.582,-15.435,UNKNOWN,Gambia,GMB,Africa,9,1994,9,1994,5,14,226,152,0.6726,P. falciparum,Microscopy,,,true,true,,"Sadiq, S.T., Glasgow, K.W., Drakeley, C.J., Muller, O., Greenwood, B.M., Mabey, D.C. and Bailey, R.L. (1995).  <b>Effects of azithromycin on malariometric indices in The Gambia.</b> <i>The Lancet</i>, <b>346</b>(8979):881-2",,
275,,5681,Kwale,-4.1833,39.45,URBAN,Kenya,KEN,Africa,6,1996,6,1996,5,14,144,12,0.0833,P. falciparum,Microscopy,,,true,true,,"Tosha, S.B. (1996). <i>Not found in the legacy system.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. ",,
279,,21942,Cluster 720541,-3.24,30.2217,UNKNOWN,Burundi,BDI,Africa,5,2005,5,2005,1,99,13,9,0.6923,P. falciparum,Microscopy,,,true,true,,"Protopopoff, N., Van Herp, M., Maes, P., Reid, T., Baza, D., D'Alessandro, U., Van Bortel, W. and Coosemans, M. (2007).  <b>Vector control in a malaria epidemic occurring within a complex emergency situation in Burundi: a case study.</b> <i>Malaria Journal</i>, <b>6</b>():93","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2008).  <b>Spatial targeted vector control is able to reduce malaria prevalence in the highlands of Burundi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>79</b>(1):12-8","Protopopoff, N, Van Bortel, W, Marcotty, T, Van Herp, M, Maes, P, Baza, D, D'Alessandro, U and Coosemans, M (2007).  <b>Spatial targeted vector control in the highlands of Burundi and its impact on malaria transmission.</b> <i>Malaria Journal</i>, <b>6</b>(0):158"
281,,13521,Ziwani,-4.1553,39.4541,RURAL,Kenya,KEN,Africa,5,1998,5,1998,6,12,100,59,0.59,P. falciparum,Microscopy,,,true,true,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",,
291,,20933,Moma (Cluster 83),-16.7475,39.222,URBAN,Mozambique,MOZ,Africa,6,2007,7,2007,0,4,14,5,0.3571,P. falciparum,Microscopy,,,true,true,,"Kilian, A., . (2008) personal communication.","Mabunda, S, Mathe, G, Streat, E, Nery, S and Kilian, A (2008). <i>National Malaria Indicator Survey, Mozambique (MIS-2007).</i> 1. Maputo. Ministry of Health. 1-1",
292,,8951,Bakad Jeex ,2.3951,45.4824,RURAL,Somalia,SOM,Africa,5,2009,5,2009,1,66,50,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
298,,22298,Chilaulane (Cluster 284),-25.2132,33.4876,RURAL,Mozambique,MOZ,Africa,6,2007,7,2007,0,4,15,4,0.2667,P. falciparum,Microscopy,,,true,true,,"Kilian, A., . (2008) personal communication.","Mabunda, S, Mathe, G, Streat, E, Nery, S and Kilian, A (2008). <i>National Malaria Indicator Survey, Mozambique (MIS-2007).</i> 1. Maputo. Ministry of Health. 1-1",
299,,14139,Inhazonia,-17.9253,33.2089,UNKNOWN,Mozambique,MOZ,Africa,3,2003,3,2003,0,10,121,50,0.4132,P. falciparum,Microscopy,,,true,true,,"Mabunda, S., Casimiro, S., Quinto, L. and Alonso, P. (2008).  <b>A country-wide malaria survey in Mozambique. I. <i>Plasmodium falciparum</i> infection in children in different epidemiological settings.</b> <i>Malaria Journal</i>, <b>7</b>():216","Mabunda, S., . (2009) personal communication.",
300,,12500,Ongielo Primary School,-0.1737,34.3794,UNKNOWN,Kenya,KEN,Africa,11,1998,11,1998,12,18,21,7,0.3333,P. falciparum,Microscopy,,,true,true,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T., . (2009) personal communication.",
302,,6863,Cwaka,-28.6167,31.9333,UNKNOWN,South Africa,ZAF,Africa,9,1995,9,1995,0,99,120,0,0,P. falciparum,Microscopy,,,true,true,, (1995). <i>Malaria Control: Monthly Report: Period 01-05-95 to 31-05-95.</i> 78a.32.5. Jozini. Department of Health. 1-7,,
304,,6087,Catuane (Cluster 319),-26.7663,32.1873,RURAL,Mozambique,MOZ,Africa,6,2007,7,2007,0,4,6,0,0,P. falciparum,Microscopy,,,true,true,,"Kilian, A., . (2008) personal communication.","Mabunda, S, Mathe, G, Streat, E, Nery, S and Kilian, A (2008). <i>National Malaria Indicator Survey, Mozambique (MIS-2007).</i> 1. Maputo. Ministry of Health. 1-1",
308,,5033,Duduble,3.1427,45.5334,UNKNOWN,Somalia,SOM,Africa,11,2008,11,2008,0,99,48,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
312,,9120,Nyatemba Beach,-0.4742,34.2874,UNKNOWN,Kenya,KEN,Africa,4,2002,4,2002,1,12,102,55,0.5392,P. falciparum,Microscopy,,,true,true,,"Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i> UNKNOWN. . .",,
313,,16242,Old Kiomboi,-4.27,34.3722,RURAL,Tanzania,TZA,Africa,6,2008,6,2008,0,4,42,1,0.0238,P. falciparum,RDT,Unknown,,true,true,,"Molteni, F., . (2008) personal communication.",,
315,,3109,Bondeni,-10.4902,38.9002,UNKNOWN,Tanzania,TZA,Africa,7,2004,8,2004,0,14,55,47,0.8545,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Schellenberg, D.M., . (2006) personal communication.",,
318,,5244,Bukakata Primary School,-0.2864,32.0113,UNKNOWN,Uganda,UGA,Africa,1,2010,3,2010,5,14,12,6,0.5,P. falciparum,Microscopy,,,true,true,,"Brooker, SJ, Pullan, RL, Gitonga, CW, Ashton, RA, Kolaczinski, JH, Kabatereine, NB and Snow, RW (2012).  <b><i>Plasmodium</i>-Helminth Coinfection and Its Sources of Heterogeneity Across East Africa.</b> <i>The Journal of Infectious Diseases</i>, <b>0</b>(0):0",,
320,,4231,Rarieda Primary School,-0.1953,34.3398,RURAL,Kenya,KEN,Africa,8,2006,11,2006,5,14,74,30,0.4054,P. falciparum,Microscopy,,,true,true,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> In: Abstract Book American Society of Tropical Medicine and Hygiene 57th Annual Meeting. New Orleans. .","Montgomery, SR, . (2009) personal communication.",
325,,12289,Ballanghar Mbentenki,13.6736,-15.3966,RURAL,Gambia,GMB,Africa,11,2007,12,2007,0.5,10,37,5,0.1351,P. falciparum,Microscopy,,,true,true,,"Majambere, S., Lindsay, S.W., Green, C., Kandeh, B. and Fillinger, U. (2007).  <b>Microbial larvicides for malaria control in The Gambia.</b> <i>Malaria Journal</i>, <b>6</b>():76","Pinder, M, . (2008) personal communication.",
326,,13222,Brazzaville (Bacongo),-4.302,15.259,URBAN,Congo,COG,Africa,5,1985,5,1985,5,14,126,50,0.3968,P. falciparum,Microscopy,,,true,true,,"Trape, J.F. (1987).  <b>Malaria and urbanization in central Africa: the example of Brazzaville. Part IV. Parasitological and serological surveys in urban and surrounding rural areas.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>81 Suppl 2</b>():26-33",,
330,,10364,Gosol,7.6422,47.8734,UNKNOWN,Somalia,SOM,Africa,11,2009,11,2009,2,65,55,0,0,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,," and , . (2009) personal communication.",,
333,,13984,Al Manaqil,14.249,32.982,URBAN,Sudan,SDN,Africa,1,1999,1,1999,0,99,100,0,0,P. falciparum,Microscopy,,,true,true,, (1999). <i>Not found in the legacy system.</i> . . Ministre de la Santé Publique - Sanitaire de la Tandjile. ,,
338,,22414,C. Mocuba (Cluster 110),-16.8409,36.9952,URBAN,Mozambique,MOZ,Africa,6,2007,7,2007,1,3,9,1,0.1111,P. falciparum,Microscopy,,,true,true,,"Kilian, A., . (2008) personal communication.","Mabunda, S, Mathe, G, Streat, E, Nery, S and Kilian, A (2008). <i>National Malaria Indicator Survey, Mozambique (MIS-2007).</i> 1. Maputo. Ministry of Health. 1-1",
340,,18436,Mkundi,-10.9046,39.4592,UNKNOWN,Tanzania,TZA,Africa,7,2004,8,2004,0,14,46,28,0.6087,P. falciparum,RDT,Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025,,true,true,,"Schellenberg, D.M., . (2006) personal communication.",,
345,,16864,GS Kuke Mbomo,4.4549,9.2463,UNKNOWN,Cameroon,CMR,Africa,10,1998,1,1999,5,16,30,17,0.5667,P. falciparum,Microscopy,,,true,true,,"Ndamukong, K.J., Dinga, J.S., Ayuk, M.A., Akenji, T.N., Ndiforchu, V.A. and Titanji, V.P. (2002).  <b>Microscopy is more reliable than questionnaire-based methods in the diagnosis of malaria in school children.</b> <i>African Journal of Health Sciences</i>, <b>9</b>(3-4):147-52",,
346,,18443,Bandanyenje,-18.8667,31.95,UNKNOWN,Zimbabwe,ZWE,Africa,3,1991,4,1991,4,16,125,0,0,P. falciparum,Microscopy,,,true,true,,"Freeman, T.W. and Chandiwana, S.K. (1996).  <b>A retrospective analysis of data from the 1991 national malaria prevalence survey in Zimbabwe.</b> <i>Malaria and Infectious Diseases in Africa</i>, <b>4</b>():19-24", (2010). <b>http://mara-database.org/mara/.</b> . MARA/ARMA.,"Le Sueur, D., Binka, F., Lengeler, C., De Savigny, D., Snow, B., Teuscher, T. and Toure, Y. (1997).  <b>An atlas of malaria in Africa.</b> <i>Africa health</i>, <b>19</b>(2):23-4"
347,,21864,Hamoono (A9),-16.5342,26.8982,UNKNOWN,Zambia,ZMB,Africa,1,2005,1,2005,0,87,79,6,0.0759,P. falciparum,Microscopy,,,true,true,,"Mharakurwa, S., . (2007) personal communication.",,
